,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Elapsed_Time_(sec),pkts_sent,pkts_received
466,49668,443,64842,443,allow,1288,754,534,13,50,5,8
467,64093,64828,53558,64828,allow,70,70,0,1,4,1,0
468,52237,16801,7817,16801,allow,70,70,0,1,5,1,0
469,57242,53,53275,53,allow,184,86,98,2,29,1,1
470,60833,443,43148,443,allow,1157,817,340,10,26,5,5
471,32971,443,57614,443,allow,300,180,120,4,15,2,2
472,52027,80,10157,80,allow,9732,8170,1562,18,38,10,8
473,56172,53,12622,53,allow,253,87,166,4,29,2,2
474,56663,53,55920,53,allow,181,94,87,2,30,1,1
475,56773,80,16432,80,allow,1462,703,759,8,16,5,3
476,44421,443,9990,443,allow,2548,1565,983,20,330,11,9
477,55806,53,2252,53,allow,200,102,98,2,30,1,1
478,17129,53,49932,53,allow,225,78,147,2,31,1,1
479,51404,443,29692,443,allow,9076,2650,6426,35,247,15,20
480,36503,443,18047,443,allow,3549,899,2650,13,120,6,7
481,53660,443,62189,443,allow,2955,864,2091,11,119,5,6
482,54401,443,33851,443,allow,11527127,373718,11153409,12286,144,4090,8196
483,52018,80,60048,80,allow,4988,2667,2321,15,38,10,5
484,55726,32463,19971,32463,allow,70,70,0,1,5,1,0
485,50054,443,33481,443,allow,7630,839,6791,20,79,9,11
486,56624,53,60055,53,allow,328,87,241,4,52,2,2
487,56667,53,36173,53,allow,232,94,138,2,30,1,1
488,56684,53,5087,53,allow,194,94,100,2,30,1,1
489,65001,53,27011,53,allow,200,78,122,2,30,1,1
490,56751,53,35800,53,allow,177,94,83,2,30,1,1
491,52127,80,9783,80,allow,2412,1750,662,13,36,9,4
492,12939,53,12939,53,allow,216,82,134,2,32,1,1
493,52486,443,26318,443,allow,57366,41661,15705,111,440,66,45
494,52238,48996,43886,48996,allow,70,70,0,1,5,1,0
495,55848,53,3289,53,allow,387,134,253,2,30,1,1
496,65484,53,10578,53,allow,195,86,109,2,30,1,1
497,49695,53,29724,53,allow,240,102,138,2,30,1,1
498,64877,53,41929,53,allow,209,110,99,2,30,1,1
499,43516,53,56876,53,allow,168,78,90,2,30,1,1
500,52865,443,19165,443,allow,13139,6481,6658,36,262,16,20
501,50684,443,36548,443,allow,6909,2495,4414,20,15,11,9
502,52013,80,47338,80,allow,27271,12050,15221,45,38,24,21
503,51946,80,42668,80,allow,1716,952,764,13,69,8,5
504,52160,80,10438,80,allow,502,310,192,9,31,6,3
505,52267,55982,31620,55982,allow,70,70,0,2,6,2,0
506,24965,53,24965,53,allow,247,98,149,2,32,1,1
507,52266,31225,1238,31225,allow,70,70,0,1,5,1,0
508,51930,443,10848,443,allow,9114,2713,6401,33,82,15,18
509,38999,443,34634,443,allow,12742,1983,10759,47,123,14,33
510,57986,80,48652,80,allow,1056,682,374,10,15,6,4
511,49410,53,59985,53,allow,324,87,237,4,55,2,2
512,54877,53,59244,53,allow,199,94,105,2,30,1,1
513,49432,53,21540,53,allow,199,94,105,2,30,1,1
514,49743,53,1715,53,allow,210,94,116,2,30,1,1
515,49913,53,15271,53,allow,177,94,83,2,30,1,1
516,39311,443,39728,443,allow,12825,8114,4711,63,269,25,38
517,42046,443,15950,443,allow,10195,2175,8020,25,187,14,11
518,44323,5228,8392,5228,allow,7292,4509,2783,50,6392,25,25
519,55072,53,55776,53,allow,177,94,83,2,30,1,1
520,49980,53,9358,53,allow,168,94,74,2,31,1,1
521,55306,53,44864,53,allow,177,94,83,2,31,1,1
522,47739,5228,19332,5228,allow,2852,2143,709,16,121,8,8
523,6881,6881,13981,6881,allow,150,150,0,1,1200,1,0
524,65078,53,50659,53,allow,177,94,83,2,30,1,1
525,49980,53,26131,53,allow,152,78,74,2,30,1,1
526,55065,53,9474,53,allow,168,78,90,2,30,1,1
527,45151,53,40658,53,allow,168,78,90,2,30,1,1
528,55072,53,50967,53,allow,177,94,83,2,31,1,1
529,57470,13613,53702,13613,allow,1577,594,983,20,1638,10,10
530,53637,443,7341,443,allow,8473,1099,7374,20,119,9,11
531,50064,80,16215,80,allow,186,64,122,4,25,2,2
532,50065,80,29478,80,allow,4709,4006,703,11,25,6,5
533,58964,80,7375,80,allow,5541,4758,783,16,16,8,8
534,57262,53,45135,53,allow,94,94,0,1,30,1,0
535,53638,443,29587,443,allow,2090,1100,990,17,119,9,8
536,28007,443,40494,443,allow,31586,15587,15999,213,884,105,108
537,49964,53,64934,53,allow,749,94,655,2,30,1,1
538,49854,443,20438,443,allow,5578,2780,2798,14,120,7,7
539,64112,24707,56635,24707,allow,66,66,0,2,8,2,0
540,53895,443,16317,443,allow,375374,160846,214528,633,1412,294,339
541,56751,53,10691,53,allow,177,94,83,2,30,1,1
542,55563,53,42353,53,allow,177,94,83,2,30,1,1
543,55619,445,0,0,deny,70,70,0,1,0,1,0
544,3456,11392,0,0,deny,62,62,0,1,0,1,0
545,50942,445,0,0,deny,70,70,0,1,0,1,0
546,50939,445,0,0,deny,70,70,0,1,0,1,0
547,50941,445,0,0,deny,70,70,0,1,0,1,0
548,443,34920,0,0,deny,60,60,0,1,0,1,0
549,15774,56205,0,0,deny,66,66,0,1,0,1,0
550,50937,445,0,0,deny,70,70,0,1,0,1,0
551,443,14591,0,0,deny,131,131,0,1,0,1,0
552,63421,44847,0,0,deny,66,66,0,1,0,1,0
553,62949,37965,0,0,deny,62,62,0,1,0,1,0
554,55517,25174,0,0,deny,66,66,0,1,0,1,0
555,50935,445,0,0,deny,70,70,0,1,0,1,0
556,63346,37965,0,0,deny,66,66,0,1,0,1,0
557,42564,50584,0,0,deny,62,62,0,1,0,1,0
558,51032,445,0,0,deny,66,66,0,1,0,1,0
559,45652,10214,0,0,deny,62,62,0,1,0,1,0
560,33314,44847,0,0,deny,62,62,0,1,0,1,0
561,52470,14037,0,0,deny,66,66,0,1,0,1,0
562,1024,35894,0,0,deny,62,62,0,1,0,1,0
563,43704,37965,0,0,deny,66,66,0,1,0,1,0
564,48830,5900,0,0,deny,60,60,0,1,0,1,0
565,51024,445,0,0,deny,66,66,0,1,0,1,0
566,55608,445,0,0,deny,70,70,0,1,0,1,0
567,56039,50584,0,0,deny,62,62,0,1,0,1,0
568,50928,445,0,0,deny,70,70,0,1,0,1,0
569,59977,30188,0,0,deny,66,66,0,1,0,1,0
570,26884,57866,0,0,deny,74,74,0,1,0,1,0
571,61624,30317,0,0,deny,66,66,0,1,0,1,0
572,51021,445,0,0,deny,66,66,0,1,0,1,0
573,60141,30188,0,0,deny,66,66,0,1,0,1,0
574,52812,25174,0,0,deny,62,62,0,1,0,1,0
575,11643,81,0,0,deny,60,60,0,1,0,1,0
576,52769,51221,0,0,deny,62,62,0,1,0,1,0
577,50920,445,0,0,deny,70,70,0,1,0,1,0
578,11056,6881,0,0,deny,62,62,0,1,0,1,0
579,50917,445,0,0,deny,70,70,0,1,0,1,0
580,51014,445,0,0,deny,66,66,0,1,0,1,0
581,6666,62078,0,0,deny,60,60,0,1,0,1,0
582,39213,25174,0,0,deny,62,62,0,1,0,1,0
583,47063,15503,0,0,deny,146,146,0,1,0,1,0
584,56428,30317,0,0,deny,66,66,0,1,0,1,0
585,51007,445,0,0,deny,66,66,0,1,0,1,0
586,24534,50584,0,0,deny,62,62,0,1,0,1,0
587,50913,445,0,0,deny,70,70,0,1,0,1,0
588,50912,445,0,0,deny,70,70,0,1,0,1,0
589,42981,44847,0,0,deny,146,146,0,1,0,1,0
590,7151,37965,0,0,deny,66,66,0,1,0,1,0
591,60722,37965,0,0,deny,62,62,0,1,0,1,0
592,56940,5900,0,0,deny,60,60,0,1,0,1,0
594,56366,51221,0,0,deny,66,66,0,1,0,1,0
595,3945,35440,0,0,deny,66,66,0,1,0,1,0
596,55597,445,0,0,deny,70,70,0,1,0,1,0
597,55595,445,0,0,deny,70,70,0,1,0,1,0
598,55596,445,0,0,deny,70,70,0,1,0,1,0
599,50996,445,0,0,deny,66,66,0,1,0,1,0
600,50997,445,0,0,deny,66,66,0,1,0,1,0
601,50998,445,0,0,deny,66,66,0,1,0,1,0
602,50991,445,0,0,deny,66,66,0,1,0,1,0
603,50995,445,0,0,deny,66,66,0,1,0,1,0
604,50994,445,0,0,deny,66,66,0,1,0,1,0
605,50993,445,0,0,deny,66,66,0,1,0,1,0
606,50990,445,0,0,deny,66,66,0,1,0,1,0
607,50908,445,0,0,deny,70,70,0,1,0,1,0
608,36357,25174,0,0,deny,62,62,0,1,0,1,0
609,64333,57470,0,0,deny,78,78,0,1,0,1,0
610,35319,51505,0,0,deny,62,62,0,1,0,1,0
611,56876,11392,0,0,deny,66,66,0,1,0,1,0
612,50907,445,0,0,deny,70,70,0,1,0,1,0
613,47141,50584,0,0,deny,62,62,0,1,0,1,0
614,52340,22114,0,0,deny,62,62,0,1,0,1,0
615,6889,5529,0,0,deny,143,143,0,1,0,1,0
616,5151,50584,0,0,deny,62,62,0,1,0,1,0
617,40988,60043,0,0,deny,146,146,0,1,0,1,0
618,50902,445,0,0,deny,70,70,0,1,0,1,0
619,55593,445,0,0,deny,70,70,0,1,0,1,0
620,55592,445,0,0,deny,70,70,0,1,0,1,0
621,55582,445,0,0,deny,70,70,0,1,0,1,0
622,55580,445,0,0,deny,70,70,0,1,0,1,0
623,20012,8443,0,0,deny,60,60,0,1,0,1,0
624,50978,445,0,0,deny,66,66,0,1,0,1,0
625,50976,445,0,0,deny,66,66,0,1,0,1,0
626,50975,445,0,0,deny,66,66,0,1,0,1,0
627,59610,51505,0,0,deny,66,66,0,1,0,1,0
628,64406,25174,0,0,deny,62,62,0,1,0,1,0
629,50506,10214,0,0,deny,66,66,0,1,0,1,0
630,7110,25174,0,0,deny,66,66,0,1,0,1,0
631,55575,445,0,0,deny,70,70,0,1,0,1,0
633,62111,35440,0,0,deny,66,66,0,1,0,1,0
634,60799,25174,0,0,deny,66,66,0,1,0,1,0
635,6666,5000,0,0,deny,60,60,0,1,0,1,0
636,1116,44847,0,0,deny,66,66,0,1,0,1,0
637,61202,35894,0,0,deny,66,66,0,1,0,1,0
638,55569,445,0,0,deny,70,70,0,1,0,1,0
639,55568,445,0,0,deny,70,70,0,1,0,1,0
640,55567,445,0,0,deny,70,70,0,1,0,1,0
641,50889,445,0,0,deny,70,70,0,1,0,1,0
642,35744,64147,0,0,deny,66,66,0,1,0,1,0
643,26424,27189,0,0,deny,66,66,0,1,0,1,0
644,1038,37965,0,0,deny,62,62,0,1,0,1,0
645,50886,445,0,0,deny,70,70,0,1,0,1,0
646,50127,64147,0,0,deny,62,62,0,1,0,1,0
647,61183,25174,0,0,deny,62,62,0,1,0,1,0
648,59972,25174,0,0,deny,62,62,0,1,0,1,0
649,55558,445,0,0,deny,70,70,0,1,0,1,0
650,55555,445,0,0,deny,70,70,0,1,0,1,0
651,55551,445,0,0,deny,70,70,0,1,0,1,0
652,55043,57470,0,0,deny,78,78,0,1,0,1,0
653,60128,22114,0,0,deny,62,62,0,1,0,1,0
654,14263,22114,0,0,deny,66,66,0,1,0,1,0
655,7521,20234,0,0,deny,157,157,0,1,0,1,0
656,27153,50584,0,0,deny,146,146,0,1,0,1,0
657,50963,445,0,0,deny,66,66,0,1,0,1,0
658,50882,445,0,0,deny,70,70,0,1,0,1,0
659,50880,445,0,0,deny,70,70,0,1,0,1,0
660,10669,49756,0,0,deny,60,60,0,1,0,1,0
665,10594,25174,0,0,deny,146,146,0,1,0,1,0
666,50878,445,0,0,deny,70,70,0,1,0,1,0
667,49001,48817,0,0,deny,160,160,0,1,0,1,0
668,56432,35253,0,0,deny,66,66,0,1,0,1,0
669,55550,445,0,0,deny,70,70,0,1,0,1,0
670,63321,37807,0,0,deny,66,66,0,1,0,1,0
671,55512,23718,0,0,deny,66,66,0,1,0,1,0
672,55547,445,0,0,deny,70,70,0,1,0,1,0
673,19875,30170,0,0,deny,145,145,0,1,0,1,0
674,43671,17372,0,0,deny,62,62,0,1,0,1,0
676,50871,445,0,0,deny,70,70,0,1,0,1,0
677,48071,25174,0,0,deny,62,62,0,1,0,1,0
678,50950,445,0,0,deny,66,66,0,1,0,1,0
679,50947,445,0,0,deny,66,66,0,1,0,1,0
680,54280,3385,0,0,deny,60,60,0,1,0,1,0
681,47266,25174,0,0,deny,146,146,0,1,0,1,0
682,50869,445,0,0,deny,70,70,0,1,0,1,0
683,28875,51505,0,0,deny,62,62,0,1,0,1,0
684,36229,62413,0,0,deny,62,62,0,1,0,1,0
685,52225,31985,35881,31985,allow,66,66,0,1,5,1,0
686,52234,64624,43132,64624,allow,136,136,0,3,14,3,0
687,57575,443,57575,443,allow,206737,25710,181027,212,180,75,137
688,57573,443,57573,443,allow,775362,32338,743024,683,180,169,514
689,55410,53,27764,53,allow,711,87,624,2,30,1,1
690,55059,53,53925,53,allow,711,87,624,2,30,1,1
691,2182,53,2182,53,allow,643,88,555,2,30,1,1
692,55613,53,34338,53,allow,170,87,83,2,30,1,1
693,64775,443,64775,443,allow,4559,1652,2907,19,27,11,8
694,52277,443,52277,443,allow,1880,941,939,17,21,7,10
695,51493,80,21444,80,allow,9524,736,8788,18,131,9,9
696,57570,443,57570,443,allow,175212,28668,146544,186,180,69,117
697,52224,37178,41727,37178,allow,136,136,0,3,14,3,0
698,56434,53,56434,53,allow,243,94,149,2,32,1,1
699,52259,25011,50909,25011,allow,70,70,0,2,8,2,0
700,55589,443,3953,443,allow,7894,1557,6337,20,150,9,11
701,53527,443,25088,443,allow,127391,26326,101065,179,172,76,103
702,55893,53,56779,53,allow,711,87,624,2,30,1,1
703,55836,53,8077,53,allow,170,87,83,2,31,1,1
704,64928,53,11072,53,allow,762,98,664,2,30,1,1
705,56752,53,39858,53,allow,701,88,613,2,30,1,1
706,49241,443,49241,443,allow,31778,6075,25703,54,49,28,26
707,60443,443,1656,443,allow,10961,4286,6675,53,320,21,32
708,52235,48910,47820,48910,allow,136,136,0,3,14,3,0
709,53993,6881,30701,6881,allow,70,70,0,2,8,2,0
710,52221,33166,38901,33166,allow,66,66,0,1,5,1,0
711,56597,443,50431,443,allow,10135129,248530,9886599,9808,64,3124,6684
712,64089,20260,49392,20260,allow,66,66,0,1,5,1,0
713,50895,443,61149,443,allow,130,70,60,3,5,2,1
714,64114,64126,30827,64126,allow,66,66,0,2,8,2,0
715,59937,443,15432,443,allow,7701,3981,3720,27,70,12,15
716,55592,443,17919,443,allow,8049,1560,6489,19,150,9,10
717,55591,443,37425,443,allow,7902,1565,6337,20,150,9,11
718,56811,443,16024,443,allow,8020,2000,6020,20,15,11,9
719,49336,80,14005,80,allow,3060,1219,1841,11,19,7,4
720,53527,5228,55667,5228,allow,9674,1776,7898,29,3764,11,18
721,51152,443,11725,443,allow,44048,4441,39607,97,317,43,54
722,64111,1830,17922,1830,allow,66,66,0,2,8,2,0
723,52230,47803,46448,47803,allow,136,136,0,3,14,3,0
724,56812,443,34534,443,allow,8073,2053,6020,20,15,11,9
725,55590,443,56220,443,allow,7906,1569,6337,20,150,9,11
726,52260,52142,32000,52142,allow,70,70,0,2,8,2,0
727,55100,53,57209,53,allow,711,87,624,2,30,1,1
728,56810,443,52495,443,allow,8072,2052,6020,20,16,11,9
729,59895,53,59895,53,allow,643,88,555,2,30,1,1
730,42625,443,18977,443,allow,218298,5904,212394,220,120,63,157
731,46422,80,48489,80,allow,1447,468,979,9,181,5,4
732,44847,18659,47289,18659,allow,150,150,0,1,1200,1,0
733,54153,443,43773,443,allow,5008,2097,2911,13,121,6,7
734,3376,35440,0,0,deny,66,66,0,1,0,1,0
735,50868,445,0,0,deny,70,70,0,1,0,1,0
736,55538,445,0,0,deny,70,70,0,1,0,1,0
737,55532,445,0,0,deny,70,70,0,1,0,1,0
738,55530,445,0,0,deny,70,70,0,1,0,1,0
739,55529,445,0,0,deny,70,70,0,1,0,1,0
740,50867,445,0,0,deny,70,70,0,1,0,1,0
742,50866,445,0,0,deny,70,70,0,1,0,1,0
743,50862,445,0,0,deny,70,70,0,1,0,1,0
744,50861,445,0,0,deny,70,70,0,1,0,1,0
745,2815,62413,0,0,deny,66,66,0,1,0,1,0
746,41477,50584,0,0,deny,66,66,0,1,0,1,0
747,59393,25174,0,0,deny,66,66,0,1,0,1,0
748,50945,445,0,0,deny,66,66,0,1,0,1,0
749,53089,24211,0,0,deny,62,62,0,1,0,1,0
750,55206,22114,0,0,deny,66,66,0,1,0,1,0
751,13406,22114,0,0,deny,62,62,0,1,0,1,0
752,18745,64147,0,0,deny,62,62,0,1,0,1,0
753,53189,62413,0,0,deny,62,62,0,1,0,1,0
754,50934,445,0,0,deny,66,66,0,1,0,1,0
755,50936,445,0,0,deny,66,66,0,1,0,1,0
756,50938,445,0,0,deny,66,66,0,1,0,1,0
757,50932,445,0,0,deny,66,66,0,1,0,1,0
758,55590,53,20424,53,allow,177,94,83,2,30,1,1
759,50929,445,0,0,deny,66,66,0,1,0,1,0
760,50927,445,0,0,deny,66,66,0,1,0,1,0
761,50928,445,0,0,deny,66,66,0,1,0,1,0
762,50848,445,0,0,deny,70,70,0,1,0,1,0
763,50847,445,0,0,deny,70,70,0,1,0,1,0
765,443,41237,0,0,deny,89,89,0,1,0,1,0
766,50843,445,0,0,deny,70,70,0,1,0,1,0
767,55523,445,0,0,deny,70,70,0,1,0,1,0
768,50838,445,0,0,deny,70,70,0,1,0,1,0
769,50837,445,0,0,deny,70,70,0,1,0,1,0
770,45964,2777,0,0,deny,60,60,0,1,0,1,0
771,55520,445,0,0,deny,70,70,0,1,0,1,0
772,55518,445,0,0,deny,70,70,0,1,0,1,0
773,55516,445,0,0,deny,70,70,0,1,0,1,0
774,53275,21247,0,0,deny,62,62,0,1,0,1,0
775,53750,25174,0,0,deny,62,62,0,1,0,1,0
776,65288,44847,0,0,deny,66,66,0,1,0,1,0
777,60003,36829,0,0,deny,66,66,0,1,0,1,0
778,53667,22114,0,0,deny,62,62,0,1,0,1,0
779,65270,3855,0,0,deny,78,78,0,1,0,1,0
780,51827,56205,0,0,deny,66,66,0,1,0,1,0
781,58835,17372,0,0,deny,66,66,0,1,0,1,0
782,42674,22114,0,0,deny,62,62,0,1,0,1,0
783,49587,35776,0,0,deny,157,157,0,1,0,1,0
784,50826,445,0,0,deny,70,70,0,1,0,1,0
785,12655,30627,0,0,deny,62,62,0,1,0,1,0
786,55514,445,0,0,deny,70,70,0,1,0,1,0
787,55515,445,0,0,deny,70,70,0,1,0,1,0
788,55509,445,0,0,deny,70,70,0,1,0,1,0
789,52102,443,62995,443,allow,343074,14649,328425,390,41,159,231
790,52262,14418,18744,14418,allow,70,70,0,2,8,2,0
791,52231,1026,54310,1026,allow,136,136,0,3,14,3,0
792,42873,443,33511,443,allow,3379,2111,1268,19,15,10,9
793,57441,53,7425,53,allow,177,94,83,2,30,1,1
794,54571,443,54134,443,allow,10546,2453,8093,28,15,16,12
795,51502,80,42285,80,allow,1515,481,1034,11,15,6,5
796,64581,53,7849,53,allow,514,88,426,4,42,2,2
797,34220,443,12969,443,allow,7946,2731,5215,27,18,15,12
798,50008,53,2633,53,allow,232,94,138,2,29,1,1
799,57470,21158,39017,21158,allow,2182,798,1384,19,1199,10,9
800,52211,80,22459,80,allow,8559,5109,3450,23,160,12,11
801,47159,443,53350,443,allow,777,432,345,10,15,5,5
802,49291,443,62267,443,allow,18607,4906,13701,47,255,20,27
803,49255,80,49255,80,allow,8453,961,7492,18,20,9,9
804,49300,443,26110,443,allow,8282,3240,5042,40,255,20,20
805,46452,53,46452,53,allow,247,98,149,2,32,1,1
806,21018,53,21018,53,allow,235,90,145,2,31,1,1
807,49913,53,61333,53,allow,177,94,83,2,29,1,1
808,55563,53,47396,53,allow,177,94,83,2,29,1,1
809,55135,53,55135,53,allow,220,90,130,2,29,1,1
810,50705,80,25198,80,allow,499,192,307,6,26,4,2
811,50697,80,65344,80,allow,318,192,126,6,27,4,2
812,35671,443,43722,443,allow,6824,1142,5682,24,134,13,11
813,52228,49974,17167,49974,allow,230,136,94,4,14,3,1
814,50746,443,34629,443,allow,8422,1676,6746,25,16,13,12
815,49486,7000,49486,7000,allow,3370,1595,1775,16,15,9,7
816,59877,443,61626,443,allow,9024,1533,7491,25,110,11,14
817,60526,443,60526,443,allow,1462,863,599,15,37,9,6
818,47009,53,0,0,allow,86,86,0,1,30,1,0
819,55067,443,5248,443,allow,17968,12031,5937,38,63,21,17
820,65077,53,33139,53,allow,734,86,648,2,30,1,1
821,52258,58792,14441,58792,allow,316,136,180,6,8,3,3
822,41431,443,64563,443,allow,190,70,120,4,15,2,2
823,49508,443,20014,443,allow,13719,5017,8702,40,283,20,20
824,52256,41337,31273,41337,allow,316,136,180,6,8,3,3
825,37419,443,55901,443,allow,558,210,348,9,28,4,5
826,51817,443,24496,443,allow,2811130,115323,2695807,3382,206,1445,1937
827,52232,35126,13178,35126,allow,70,70,0,1,5,1,0
828,60372,53,60372,53,allow,222,90,132,2,30,1,1
829,52220,65128,1362,65128,allow,70,70,0,1,5,1,0
830,52223,11979,45106,11979,allow,70,70,0,1,5,1,0
831,40189,443,26952,443,allow,7221,2940,4281,30,23,16,14
832,55836,53,20362,53,allow,177,94,83,2,30,1,1
833,52802,443,30052,443,allow,4202,1924,2278,27,80,13,14
834,55613,53,57785,53,allow,177,94,83,2,30,1,1
835,35216,123,45101,123,allow,184,94,90,2,30,1,1
836,51221,49857,1668,49857,allow,791,266,525,8,1200,4,4
837,65139,53,12315,53,allow,210,102,108,2,30,1,1
838,52101,80,34628,80,allow,55117,3792,51325,69,36,29,40
839,49474,7000,49474,7000,allow,2990,1599,1391,15,15,8,7
840,37466,443,58228,443,allow,13829,1724,12105,28,516,13,15
841,50700,80,14024,80,allow,648,256,392,8,27,5,3
842,50704,80,8069,80,allow,499,192,307,6,26,4,2
843,43744,53,43744,53,allow,235,90,145,2,32,1,1
844,50226,80,13987,80,allow,1746,780,966,19,102,7,12
845,50665,443,2947,443,allow,2626,1638,988,19,83,11,8
846,56441,80,54346,80,allow,17008,1379,15629,22,25,7,15
847,57441,53,33174,53,allow,177,94,83,2,30,1,1
848,1935,53,17873,53,allow,260,86,174,2,30,1,1
849,56022,53,29566,53,allow,728,102,626,2,30,1,1
850,50265,17555,24395,17555,allow,1488,930,558,21,1200,12,9
851,53973,50546,28275,50546,allow,2069,1081,988,12,16,7,5
852,57913,80,64220,80,allow,6515,1210,5305,15,23,8,7
853,49240,443,49240,443,allow,8448,3368,5080,25,48,15,10
854,53705,443,25596,443,allow,1579,988,591,13,44,7,6
855,64110,51617,13818,51617,allow,66,66,0,2,7,2,0
856,52233,42673,65112,42673,allow,136,136,0,3,14,3,0
857,56275,53,54180,53,allow,177,94,83,2,30,1,1
858,52222,11516,7975,11516,allow,70,70,0,1,5,1,0
859,60474,443,49891,443,allow,5888,1175,4713,19,76,11,8
860,35922,443,6231,443,allow,6997,1773,5224,27,17,15,12
861,50433,443,11749,443,allow,134,60,74,3,10,2,1
862,33042,443,32323,443,allow,130,70,60,2,14,1,1
863,59833,443,63196,443,allow,15252,5376,9876,35,154,16,19
864,52257,6712,42589,6712,allow,70,70,0,2,8,2,0
865,38716,443,32682,443,allow,90273,3481,86792,96,15,31,65
866,52226,48784,61623,48784,allow,70,70,0,1,5,1,0
867,52645,6881,55258,6881,allow,841,535,306,10,14,5,5
868,64081,59517,43134,59517,allow,504,382,122,8,16,6,2
869,55806,53,43969,53,allow,200,102,98,2,32,1,1
870,50057,53,42578,53,allow,177,94,83,2,29,1,1
871,52149,80,41444,80,allow,1638,1324,314,10,15,5,5
872,56730,53,39267,53,allow,177,94,83,2,29,1,1
873,52015,80,59849,80,allow,14830,11044,3786,27,37,15,12
874,53024,123,1742,123,allow,184,94,90,2,30,1,1
875,50366,80,48017,80,allow,23852,1662,22190,36,15,19,17
876,56730,53,28037,53,allow,177,94,83,2,30,1,1
877,55306,53,18601,53,allow,177,94,83,2,29,1,1
878,55354,53,28658,53,allow,168,94,74,2,30,1,1
879,54351,53,59901,53,allow,168,78,90,2,29,1,1
880,55613,53,25861,53,allow,177,94,83,2,30,1,1
881,55613,53,1186,53,allow,177,94,83,2,30,1,1
882,1937,53,32884,53,allow,210,78,132,2,30,1,1
883,51406,443,19359,443,allow,5360,3775,1585,22,35,13,9
884,55354,53,24160,53,allow,168,94,74,2,30,1,1
885,43625,53,13195,53,allow,86,86,0,1,30,1,0
886,56730,53,28651,53,allow,177,94,83,2,30,1,1
887,56962,53,33318,53,allow,210,102,108,2,30,1,1
888,50171,53,22623,53,allow,211,78,133,2,30,1,1
889,57470,8999,23972,8999,allow,1577,594,983,20,1616,10,10
890,65062,53,47695,53,allow,229,110,119,2,30,1,1
891,33065,443,50330,443,allow,6746,2826,3920,19,399,11,8
892,56528,443,54144,443,allow,8313,3597,4716,16,119,8,8
893,54391,80,1850,80,allow,1378,808,570,13,361,7,6
894,50698,80,39680,80,allow,318,192,126,6,27,4,2
895,60809,40010,63910,40010,allow,316,136,180,6,6,3,3
896,52255,16087,20036,16087,allow,70,70,0,2,8,2,0
897,55723,80,48588,80,allow,70,70,0,1,5,1,0
898,52229,54711,46262,54711,allow,136,136,0,3,14,3,0
899,45839,80,2983,80,allow,1638,1324,314,10,15,5,5
900,52048,80,14488,80,allow,41486,20844,20642,64,37,32,32
901,50961,5222,36046,5222,allow,8318,2850,5468,54,255,27,27
902,37426,443,35217,443,allow,7477,3305,4172,21,400,12,9
903,53176,58851,59130,58851,allow,70,70,0,2,8,2,0
904,59949,80,40471,80,allow,730296,15564,714732,723,57,218,505
905,41314,80,2894,80,allow,1723,438,1285,10,136,6,4
906,43225,443,17321,443,allow,3831584,85342,3746242,3246,110,597,2649
907,55836,53,51304,53,allow,177,94,83,2,30,1,1
908,39097,443,24428,443,allow,6747,2827,3920,19,399,11,8
909,46295,443,39789,443,allow,178,118,60,2,15,1,1
910,54343,443,5667,443,allow,7990,2701,5289,30,61,17,13
911,50707,80,44331,80,allow,16427,3830,12597,28,25,12,16
912,52261,48208,15422,48208,allow,70,70,0,2,8,2,0
913,49335,80,26214,80,allow,1193,703,490,8,18,5,3
914,43227,443,35933,443,allow,1139403,49178,1090225,1155,108,353,802
915,123,123,15177,123,allow,184,94,90,2,30,1,1
916,1938,53,25817,53,allow,210,78,132,2,30,1,1
917,37427,443,48428,443,allow,10281,4850,5431,23,400,13,10
918,50584,51413,16088,51413,allow,475,150,325,2,1200,1,1
919,51221,40624,20030,40624,allow,594,594,0,10,1200,10,0
920,57470,8999,31471,8999,allow,1577,594,983,20,1614,10,10
921,55387,443,54944,443,allow,3997,1374,2623,14,136,7,7
922,19473,45556,7986,45556,allow,469,150,319,2,1200,1,1
923,30188,12494,61043,12494,allow,502,150,352,2,1200,1,1
924,57470,24276,41676,24276,allow,132,132,0,3,1200,3,0
925,21133,51413,43233,51413,allow,460,150,310,2,1200,1,1
926,55650,53,22960,53,allow,179,94,85,2,31,1,1
927,53126,53,53126,53,allow,247,98,149,2,32,1,1
928,58990,53,6423,53,allow,168,78,90,2,30,1,1
929,21846,53,21846,53,allow,247,98,149,2,33,1,1
930,5111,53,5111,53,allow,235,90,145,2,33,1,1
931,53980,36153,43274,36153,allow,164,70,94,2,5,1,1
932,40785,443,32724,443,allow,646,292,354,10,41,5,5
933,46271,7700,56460,7700,allow,1440,956,484,15,36,8,7
934,50253,53,23205,53,allow,167,86,81,2,31,1,1
935,57449,80,1245,80,allow,4508,2978,1530,13,15,6,7
936,52194,443,33437,443,allow,9075,3727,5348,38,50,18,20
